network,address,milkyway_milk_balance,milkyway_milk_staking,osmosis_milk_balance,bsc_milk_balance
milkyway,milk1ulugnqwdk7ud0mqp7wmzy39eusey0akfltgcwa,224278,0,0,0
milkyway,milk1ulywuer2grh05u76tpcpx7zurekvqpgrk5av85,1077494,0,0,0
milkyway,milk1um0y6s8nncuzn2pze7q0duhuw90fvgn4d7smk6,0,0,0,0
milkyway,milk1um2th2nxp6an472lmmwl5f9xwrc8mmnql5xd2d,916245,0,0,0
milkyway,milk1um4ql0mp5l3vkkdqug0cqaxj7ly9qzwmxzql2n,645746,0,0,0
milkyway,milk1um5ychf66k4luzq3dpe8jprz98e3x96pt6wpn6,96375,0,0,0
milkyway,milk1um637uzzg6unlt9fw4vxwlz8xpa8rxsdg5h36k,0,0,0,0
milkyway,milk1umexvk34sfpy2d4p6t06ef4dpg9zq9a4qfg0x6,8466000,0,0,0
milkyway,milk1umfa5skcfea9ywl39m3trw97n48fcwt4w6nz5l,36598000,0,0,0
milkyway,milk1umgt40xyyu5xtf79d4k409egswwg0773guz8gk,7529954,0,0,0
milkyway,milk1uml2ufaeu0xa88jg74ugp3pxys9j08msu7mkxk,3434000,0,0,0
milkyway,milk1umlldrmhadhpxwepjjdlmgnwzkrfwgrkn6we29,380585,0,0,0
milkyway,milk1umn2kr3hjs0myd5732mspme7k3la8c45a7ajf3,9564000,0,0,0
milkyway,milk1umnap56vutsu88tylm3kgwyp860kj5cdhvvh2l,3076000,0,0,0
milkyway,milk1umrj2f7d6ffvjtltw25tkkln2se8hwer6u86uz,62413999,0,0,0
milkyway,milk1umt2f8dpn39cwf0eh66vktlz63cr50qr0d58xd,14746000,0,0,0
milkyway,milk1umwvv65jsdaltw3ywnu9hgqft25gkvg6leg9mm,3992780,0,0,0
milkyway,milk1umx0pfpw64zc3wduxwt5rrhqs4n5rn2cfvl7l4,448,0,0,0
milkyway,milk1un0yx7230ys36p8m60t5k94w07g2f5y3knaefe,3282820,0,0,0
milkyway,milk1un23da4dsz6nyvyctp3ew6crgcsa8mu6vr04n0,47666634,0,0,0
milkyway,milk1un3fn5s3dgw3z39gkvt5tfqe4mpp8ql8ffrknh,10494000,0,0,0
milkyway,milk1un4rhp8l4fh3ujk70lx8ssdsyjkrfgh4fs7d8j,0,0,0,0
milkyway,milk1un540c8u499vp66uv08p95tucmkvrn68mcwwpu,443,0,0,0
milkyway,milk1un5yvzk6d8g4k3kw3prw5f46eq5av3l673z6ku,3881999,0,0,0
milkyway,milk1un77kpx3q96l06sry2pwvtycatsv7lxjptxtnl,5686000,0,0,0
milkyway,milk1uncw9nqlner8lkmhv8vza3n0d42k5a6rk0d4kf,2868285186,0,0,0
milkyway,milk1undktvz7t08ycqft9knukzn9wn377pwxh9hnxs,3018801,0,0,0
milkyway,milk1une72km0f89v3jche3je8k9c6wdg903m8vqraq,72018109,0,0,0
milkyway,milk1unedfnta0jc08keje49dljf4cyd9d6pama4c85,3464000,0,0,0
milkyway,milk1unekphgxj89jtpf6r04dscdf4w3pc8x74etpsv,5984000,0,0,0
milkyway,milk1unevl5waay67wn9ye6g4xdt43pwz0rxqn2kkh2,0,0,0,0
milkyway,milk1unfy2xdwgnfml9r4t5uwgx3tc6fn8lthw9v3jh,100000,0,0,0
milkyway,milk1unhgcrqz47u5zgvrr4n9eqwcv29rrn7mn7lf32,30355999,0,0,0
milkyway,milk1unhuyhd8d25hqeg0y5dpc954zjc63kw89sh2jt,12241,0,0,0
milkyway,milk1unk67qjy2wxrptxj5qzvhht7y4rxdnjs2kkqet,3128411,0,0,0
milkyway,milk1unkh20cj6n4x20ywfgyl7pc76cjymtthd6t60t,0,0,0,0
milkyway,milk1unkjxnc9ukv42p4498ghgpezgrq7d2jhdhtl0v,3071284,0,0,0
milkyway,milk1unl06tnudy9n4tykenw8yff6etdkwrcy02mrtq,0,0,0,0
milkyway,milk1unlnke9cf495zranvwpkyu9sna8az8g5lv23sw,2543012500,0,0,0
milkyway,milk1unnes0h6m7avmr54q8aakcxknq2quqxkuzw4yx,96810,0,0,0
milkyway,milk1unp767h9jcr67a2c022gpvgldedzffm8s2wadd,0,0,0,0
milkyway,milk1unqt9z8cz72d4jnykvdz7hkkzehmrsvwcmz44z,5195500,0,0,0
milkyway,milk1unrkfmfcunszklnsknkwdsy8vthgu2dpukzfu0,31721,0,0,0
milkyway,milk1unuh965e593g46g38dh9ymajvd5qc7xs4yx2f5,126312,0,0,0
milkyway,milk1unuhdm7yd2h8pq9g7k4c7nfg3w6jzq53ztkqy9,85935989,0,0,0
milkyway,milk1unvqwnew89rerk7hlhzugg7mnrtah00z0qusef,96621,0,0,0
milkyway,milk1unvsdym3tplcx3ju4d775wjcpqvw60rsr82vt7,54959667,0,0,0
milkyway,milk1unwfgnt97sttpxrcuu8jtfamhw45zs78hyeunz,27904000,0,0,0
milkyway,milk1unzdfnfaxv0jjgx654aekz6nughw5g5rzt7qz4,3456,0,0,0
milkyway,milk1up04xx8txlk3h8rvwga8h8y27nzwn6z569are6,32280,0,0,0
milkyway,milk1up0wcfu0qhzsqdnzmhj0ewphp7dqennwylp2zx,656166,0,0,0
milkyway,milk1up4lj5slwkdyuguh0jac8f2khhdtrjcwc3gfv9,11386847,0,0,0
milkyway,milk1up4sq6gptclw8mkgrvc5p44nlaj8lrepgr7u3h,4617124,0,0,0
milkyway,milk1up4w90c0zm672mh0euch77avtygun0yf2rr4mn,1066276,0,0,0
milkyway,milk1up55ucvstjatuce5q2sqkkxlmgr2e8te5phs2j,1172414,0,0,0
milkyway,milk1up74seq6kcnw78hy7ycpzy5mfwcf45p26vnvfq,69256000,0,0,0
milkyway,milk1up7larz99j7505dd92zxxftrlfwku0ytcrl6xe,1342531,0,0,0
milkyway,milk1up88d6ljyuywjhnta20azxl9g0ksf44spw078u,0,0,0,0
milkyway,milk1upccna8fmam6puyhlum078kwpx6dulu7nl5vxd,14030000,0,0,0
milkyway,milk1upclff2d88xah68mgyquayfd7klp4udmsak8qg,83857510,0,0,0
milkyway,milk1upd6ruzygey95petvmya0urzjhplexzwt6wecd,706847,0,0,0
milkyway,milk1upd8cl77qdkcu7egfcf6537x2qpafl3938k29q,12302000,0,0,0
milkyway,milk1upex069k26kptvewmykjhas62edxltdgvzqgr5,0,0,0,0
milkyway,milk1upf9vwqyexl4tg3w69j3r506p9ulcnuvf3ld5h,1487350002,0,0,0
milkyway,milk1upfupkv6qv03m5f5p8nhkuexun8gmj2htjh2wj,0,0,0,0
milkyway,milk1upj8mgttft9xp2ftq3up4evhm26lmuzzjpz2v9,1050889,0,0,0
milkyway,milk1upjh84nm03gp7kjgu24sy6qp6569vyqmrpx60a,1455631,0,0,0
milkyway,milk1upjl2660wmfqwuvl8hqwya8z37ypu2ztyn3rah,0,0,0,0
milkyway,milk1upk685czf4y2rkp95qa8hapexne0dp56zcdwd6,18020000,0,0,0
milkyway,milk1upncv56kqvmk9g96e3ztejhvjdv3cyvpkjg9zx,3520000,0,0,0
milkyway,milk1upngna9zkrmgz07tmgny9x7ltrveffpd48x6xf,50990000,0,0,0
milkyway,milk1uppmg9jes2gy2fe2v5e97hqugtdj0xg8t4sfye,5577999,0,0,0
milkyway,milk1upshu9n7q7wlee0gtud45lv04kgqavlz554d5g,225,0,0,0
milkyway,milk1uptzasa86mslhrx8k05sfwqkegwe3zctacpmhs,31918000,0,0,0
milkyway,milk1upwg0gytsnv8c6lfdhldasznnrq3hwuf0jplv6,0,0,0,0
milkyway,milk1upwrlzl7whahu88y2yeckpgcp79yywwgaskunc,2130299,0,0,0
milkyway,milk1upzrutfzth4djvxm24m8ccglh008ag6z2fnf6x,9920000,0,0,0
milkyway,milk1upzt5fs9nmvnjff0623ytwcns2s3cfjvqhr0wm,1012429,0,0,0
milkyway,milk1uq2aesdpnxult7x76vgp9wj6kqp5xk6uzfv049,3246000,0,0,0
milkyway,milk1uq327vk8qmkp0a3hhacw0lvv07d7yzayxlffp0,710220,0,0,0
milkyway,milk1uq678sfpgh7ddcj8cauk8q72jhvzeq5n95zjjc,359491500,0,0,0
milkyway,milk1uq6a7wu42tfk8mkz3vsvy0c5pk7d4dhug2wpzq,24153926,0,0,0
milkyway,milk1uq6t2n2kmyr62acknu338huj7mwm2844gej7kz,2218574,0,0,0
milkyway,milk1uq757nfy3hltz80nw4k95ss9x4zldhpqqxd0y8,998012,0,0,0
milkyway,milk1uqefj236pkgne2jddj4qg9qjc7tzk8hf9ueaxr,5314000,0,0,0
milkyway,milk1uqemdxjgzuv2ezy6zrcmfanqtkhcds08chcjy9,0,0,0,0
milkyway,milk1uqkavr98z9td3uscqjkjjshs24xec0rg2n3g8d,14658000,0,0,0
milkyway,milk1uql27gflr7n0w96l9pr0xvkl8p6gv4wyh8u6lu,8860,0,0,0
milkyway,milk1uqm6ktl45mqvt4rytgwrqu8gf6qwqadcsz94mf,443,0,0,0
milkyway,milk1uqnxwxa5gzhndf9dz5slp3j6r6rvzrr54x3e93,51198000,0,0,0
milkyway,milk1uqrwljlwyswzgcw9f8nejr00vzngkhft3mx3xm,3711999,0,0,0
milkyway,milk1uqusqzgd8dvns4dxaceavt5gw4yg7vpj95r6m6,14421,0,0,0
milkyway,milk1uqw82rktm9j6y6zmtck7nhh0s6cj04y598lgwd,0,0,0,0
milkyway,milk1uqyk54e56auvfrfk9qxef34sj5vylgpfds24ug,0,0,0,0
milkyway,milk1ur282rzccnvqjgazmyc0zsxzx7dqz9ef383csc,431682,0,0,0
milkyway,milk1ur2c834pajsgaxtmc5eq0qn35qeae9a4q97l77,96648,0,0,0
milkyway,milk1ur2fn28v3qeltf2wnpnkknntlz7hr0pghyh3c6,17336000,0,0,0
milkyway,milk1ur2vlekpurh9gy79kuqhdkazxnaf4aq4vaawkj,14921944,0,0,0
milkyway,milk1ur4k8n6qhtvtyj7jret7l86hdw2gf2kjgerwkm,810746000,0,0,0
milkyway,milk1ur63dkt2dplw3kfvvttuu6lxq5g8wyhm9g2hv5,27666000,0,0,0
milkyway,milk1ur6dpvxhxmxxm800ac0455v8mynrmcefe7rrnd,39650000,0,0,0
milkyway,milk1ur7ekjegwcjqujvxgw6vmgl7safre8czy0sg8m,0,0,0,0
milkyway,milk1ur9c8vqymn3kkavywmjh67trawymh6yqh6wcw6,10000000,0,0,0
milkyway,milk1urc6r7hjgxcq9d28kuh68u9tgr90sp0x7h2aag,739,0,0,0
milkyway,milk1urdk6pkjeguja2cr3hly87puzcxgfkuuw7mxxe,97048,0,0,0
milkyway,milk1ure99rdg86dlh93503xyefuk0z575a88pedeh5,32111178,0,0,0
milkyway,milk1urfp6ndf9wqrrhtd66wc7sqasg9zatgq7cg9ka,0,0,0,0
milkyway,milk1urfyezk7skljnk28yu4svtmljfna9yk7zp3g3n,764272500,0,0,0
milkyway,milk1urksjedel0rlqulw9e0cg7qxv89h6nshg6jp9e,22,0,0,0
milkyway,milk1urlrw5pgrv26sakcp0uvyrvemh40gg9ry9a78e,6840000,0,0,0
milkyway,milk1urlz0vpddlsfxd5gykna7fym9q9q0je9g7ps42,12210000,0,0,0
milkyway,milk1urmk4xr8hze2sudn2cp23rlg0cr69gs3qermd3,621959,0,0,0
milkyway,milk1urmzn579gdfk2gg0zemg6qh9sexkevwj3tlmp5,573,0,0,0
milkyway,milk1urpzrqw0cfkezt97lntufs09munpsfkr5ktmmn,2554000,0,0,0
milkyway,milk1urqh4630rldtkymxq8ntqm2dgwq7f7urnalj3v,0,0,0,0
milkyway,milk1urs6326lxlafwu76fvk2n4fgfjkmgy7pty8wmk,5580000,0,0,0
milkyway,milk1ursup0mc8nuj33gan8h7dgsw6nwmyce60kydve,6870000,0,0,0
milkyway,milk1uru0ldv6zaru007xnuf47kaert33hjkqtandgy,14187999,0,0,0
milkyway,milk1uru3jg5vdcv8e3uq35zhkjqj25lqe2lwuqp29n,6638600,0,0,0
milkyway,milk1urujhv8al36gzv989pg08f6a296dq3c6rrkw9f,17847,0,0,0
milkyway,milk1uruquk5qcp3s8actsmr9vl25j2pf3lmcgywude,49873661,0,0,0
milkyway,milk1urxszvcg6jh74edja7akzlheun0ruyvl2mmwk6,0,0,0,0
milkyway,milk1ury49edv8p0p9mw8cm0fx3lj8uuur4rl5npr4j,7070000,0,0,0
milkyway,milk1uryrs528weugmhafg9wjg2ymlyexq48aeww69j,60651729,0,0,0
milkyway,milk1urzz6tsex62356numxn350zepu9eu8vuldtedr,9670317,0,0,0
milkyway,milk1us039lak02ppvcmfjn7zwjluxlutas2u36plc6,10605449,0,0,0
milkyway,milk1us0zd2qxrws22p520l7dy7suk9n9vdnjaseal3,4749102,0,0,0
milkyway,milk1us3chnsdcx7dmqam2xen4pr90cvegcmp7ldhcz,21794000,0,0,0
milkyway,milk1us54jqt2xlcxre7xemx2qh7fege32yfq33aya8,775460,0,0,0
milkyway,milk1us6r6t7dtmfyhqe224eaparfrn2l6rj8ee5hg6,2276000,0,0,0
milkyway,milk1us9mss8vwv6uza8g22jrgp7lmdl00d2vyx98su,1000438,0,0,0
milkyway,milk1uscguucdtul5s9dnwyvzrjj0y94zrc7hp7kqu9,88660000,0,0,0
milkyway,milk1usdslpuhz63wngzl75xexmyqde3lxlet2avehr,16660,0,0,0
milkyway,milk1useeqds7cm54g5vqzm3dspd7aa493rqdsjz0m6,1510868,0,0,0
milkyway,milk1usfrn2w63a7dcf4ndvl5day4fszg4rg427rqrr,68532786,0,0,0
milkyway,milk1usgazgt9q0wwg4kna66m6t84hnlfj6pazsnhmp,448,0,0,0
milkyway,milk1usha76v87zay68gj9c65jadu4pj2fxej9xrf06,51602920,0,0,0
milkyway,milk1usjsxtd5gy05g2jmzxl87gyapqemc5thpy0q3q,256756640,0,0,0
milkyway,milk1uskzh79jfs8mkvtzlley2ecjrvnzmxs8ey60ry,288235,0,0,0
milkyway,milk1usq8tse4xvrae29er6drnn7hyg475w7yf4z7da,179098,0,0,0
milkyway,milk1usszu5ydkmnhgtnjy63fgm2lmj2qh0h29a4lhu,5069895,0,0,0
milkyway,milk1usttpz6xdkhdr7qv6as4s9v3jukd4pygad58lw,2035461,0,0,0
milkyway,milk1usv43twy9mdhcpseuhdnzxxgj0x5t5ur3rkaq3,5250491,0,0,0
milkyway,milk1usynneg06yc3myaaqd2hef2lmkaphs5dkujumh,772007500,0,0,0
milkyway,milk1ut0r6592gta3x7dsy8vlmyzy580st5ltkwe3vl,0,0,0,0
milkyway,milk1ut3df3jjjr6dqs50k0nmgdqyssfk8vtjzg9znn,388402969,0,0,0
milkyway,milk1ut5cnsglkzmv0ujxrhf0jpj2v0rw8xskde4tdm,1315623,0,0,0
milkyway,milk1ut5gv40nev76c5pg7k5n75efx38sjm3qysd5yz,699705,0,0,0
milkyway,milk1ut6d470cj3de5magh78clmz44e54mce0qfsqdn,0,0,0,0
milkyway,milk1ut73da3q8exfaut7u8gv64dezredjkl3afcr94,96417,0,0,0
milkyway,milk1uta2mx7jdxc0tydznryd8a8we6p3xntsp9adr2,26884539,0,0,0
milkyway,milk1utdtygffqxm78fn62meegf0ka86lddwqjc6jzr,40354000,0,0,0
milkyway,milk1utea35th5jc9twkv0tmsg4r7whwm9stjagtsvj,34592000,0,0,0
milkyway,milk1utg05myjr7z4g0pku4cwfedlvj8cgj5f2q4tqe,10000000,0,0,0
milkyway,milk1utkfvuu4day62nlqjr63kjdm32du2kryetk6wr,1503161198,0,0,0
milkyway,milk1utkzxu2fll7ax6rcd6c0mmak0faxl9jqphw5hx,39408,0,0,0
milkyway,milk1utl25g35nwyqp0xvy4hz4krgq5w6cusz98la9r,119756235,0,0,0
milkyway,milk1utmlrx8cxvxvhmdyqlcxtfv5hqjhgdfg90kwdx,0,0,0,0
milkyway,milk1utmv9390wwwxpfv2y3s8y6xklvr7zu8tj5wtjh,96412,0,0,0
milkyway,milk1utn0qp05e6d5qttfeglqm6u480nj0t75etyq5a,44882000,0,0,0
milkyway,milk1utnswrq0ph3llz8s4282c8cun79phsmznt4k9q,29101221,0,0,0
milkyway,milk1utpravf4caykx7yyhl9cc5e550wu8pcwwl0c47,85150,0,0,0
milkyway,milk1utryyepakt65yevdherr2kyu5dmywfamw99em4,17508,0,0,0
milkyway,milk1utsk2f6wfmqfyghl3csc9vxq0hq2r0y4g23v2l,920887999,0,0,0
milkyway,milk1utsp56kls0n0f3hl99ed3dhpdmxxs65xxnqrkr,614281,0,0,0
milkyway,milk1utsx27mtvmggke64f8knnzmz6za4565ekup46f,513,0,0,0
milkyway,milk1utt8hrshlyn70lx5eqmqevzg0kpkfrwknrwryz,94883,0,0,0
milkyway,milk1utupcwh2nf64uc8awf03j9g095fwmyc9hntnqf,1388,0,0,0
milkyway,milk1utwya5hrmr0u4lwdyl8t676ntqyptucusulrmw,0,0,0,0
milkyway,milk1utxqu70yc7rzdyzpj65sxskwrswmqhs7rdxd2x,210278,0,0,0
milkyway,milk1utxsmc6va9u5c2tz3s83fl5vlkaewsmlch8uq3,40030000,0,0,0
milkyway,milk1uty8w42zmgzjz0c3lw0xyt96zh7qy7ttfnkn7k,4776000,0,0,0
milkyway,milk1utzntm9sqp2espr56xfq3axz8cd5uy49xgt0m8,30258338,0,0,0
milkyway,milk1utzvlcxfha6gq6p0yly20hczhlgw9s58r42szy,997480,0,0,0
milkyway,milk1uu0lcd4pk70h2fxjgjjeke72wf6cy9g23vy5wk,2015,0,0,0
milkyway,milk1uu2dguglqespsavjwvj54emj9vnfx02qputrtw,70329272,0,0,0
milkyway,milk1uu3tq4gwtlw8mmzjmqljzkptedh9ut2l4y9grw,586112,0,0,0
milkyway,milk1uu4y823x7f0amfx0vtxe46dh34cxnvpn77ux8x,39324433,0,0,0
milkyway,milk1uu5rrl3paxycf4a53fqj7r64z89wyzduwznmnl,24119346,0,0,0
milkyway,milk1uu75pv3dpu0xyxmx49f8k0edhq4nqcdajnccrr,346450125,0,0,0
milkyway,milk1uu7l2unvf6nhhznk8eu9t4r9e93mnt7pyapjk9,40331544,0,0,0
milkyway,milk1uu9q0lcjrse7en59x5m88c94ef070sh8vek93m,513,0,0,0
milkyway,milk1uu9y0dum03rq9x25k8awaqyecfz26dd63k9kuu,2913999,0,0,0
milkyway,milk1uue0yk0wvuztvlszrfg70y0lq32gd7zfltjeyl,110451456,0,0,0
milkyway,milk1uue7w68yv9uhs8zcrklmkt8rmmmvxdpmd0lgyv,162648000,0,0,0
milkyway,milk1uug0tfylmal432na0hnmvgv4gkn450vshvpnfz,200000000,0,0,0
milkyway,milk1uujz09nrszvcvrr9tsrj44jxdt0kszl3elnu9y,0,0,0,0
milkyway,milk1uumhjderralw5p9n8xprezmqspga0hc07v4ezz,17286000,0,0,0
milkyway,milk1uumlkjs799fwhmsdlfdq90wzk88906t95mc4tu,76808,0,0,0
milkyway,milk1uumtanyu4vgydp9cjuf5rad00y3lqpwy3lwd5a,64839724,0,0,0
milkyway,milk1uuspl3c3dcajt6duecvnjyvn987v7snkq2ftf7,0,0,0,0
milkyway,milk1uuuul2qc7prj4zqf3jpfrl9jtcn2h5qhveny7v,2702000,0,0,0
milkyway,milk1uuvkdu9kux8f2jqx4ku52hd2aw35jpjjg5ku6d,0,0,0,0
milkyway,milk1uuvvh83hpd3jndpt9l8tw63r7k63z9asmj3dlx,90215276,0,0,0
milkyway,milk1uuw9ykhw45608l4q6qjltwkvgaeksjnawzu9pw,13118000,0,0,0
milkyway,milk1uuz8nd7rr67zejvwzvf66flzsumtx83s4qg2jk,202106,0,0,0
milkyway,milk1uuzu7jjeq29w9edc7zkd28crer9pmsjvudvv6m,793013,0,0,0
milkyway,milk1uv3g80fjyv0nzyh5378rx4s33gr8yr954jskqw,659850,0,0,0
milkyway,milk1uv4ud96gxmzl6l7ruh500hltmpcmn0vk2fncaj,17922000,0,0,0
milkyway,milk1uv502fr40zvgxsfene7jljhkcdpumfmt59epm5,3210000,0,0,0
milkyway,milk1uv54r9rxuz0kckces66fct2la7xfz2uc4pxhdg,2529,0,0,0
milkyway,milk1uv66g79mz9vclxzy8qn4c8kq0w459vw07t3jcg,295,0,0,0
milkyway,milk1uv75krgs9hdtaunhf39jq5q5mvpf2nx6wzdhrr,18589938,0,0,0
milkyway,milk1uv8nc6wa85tunctuhu2jellvma7dz0mjpsxgyt,486673960,0,0,0
milkyway,milk1uv8vzw94twd4sa8nvulm7fld665nkz4sqh3nhz,3284000,0,0,0
milkyway,milk1uv8z4k73lpkf9ftwz0tlux0zpzjy3q73tsfte7,38056952,0,0,0
milkyway,milk1uv985y3kls74kacccamnr6wrkf46l8g7uzas7t,1198149043,0,0,0
milkyway,milk1uvakl5z909ywpjujy84wvqnhqfhszhsu88njlf,32823999,0,0,0
milkyway,milk1uvawzxzm5hw2yyflg4q8vq223432566sw7rs64,1941548,0,0,0
milkyway,milk1uvdmusef2ezncxjkzwcu8vqnkrllkt2jwxy0k3,0,0,0,0
milkyway,milk1uvevmkmrvcctaqf7zw9ka4tekzc76hyvdynxy3,9794439,0,0,0
milkyway,milk1uvf0658qllm97wp5e4hktx7ra0x44wjttdqz6k,9501999,0,0,0
milkyway,milk1uvfwsp3nyx4rlzjcscmxlk2mh3twhwwtna4ewh,117167139,0,0,0
milkyway,milk1uvhdtxt5ky4x4l549zvxasjenjkynxc52tszmg,5898000,0,0,0
milkyway,milk1uvhhpv2wm7nnf3xsuehj5zllxwnngrpsmn0hzy,78497918,0,0,0
milkyway,milk1uvkrm5unxad0fzm88sxppwhqw23ecrsecxy8sg,20878000,0,0,0
milkyway,milk1uvla5zg6u4fje34n2fgm8h4ad5m38vg6g9m67a,0,0,0,0
milkyway,milk1uvmkx69jzteswhxg3kmgx9mug0xrtjc777ncs0,720947886,0,0,0
milkyway,milk1uvmtexcq5cj7a2alsmwtp9pj29lp3s45lx05kz,12125520,0,0,0
milkyway,milk1uvp86gnvm7fu70mnc7utznydt9zqux7a6cjcev,818642,0,0,0
milkyway,milk1uvpasmwq6n9x2vzdke772ngeu4pafwc8gmj44j,11994436,0,0,0
milkyway,milk1uvq8524fxpkum82zzkqy52t44fgsg6xenf68k0,32871,0,0,0
milkyway,milk1uvqr7hgnm6zz5zj4twswn4lc2cys2y7k00thcn,514368000,0,0,0
milkyway,milk1uvryesn6fv6nj2teyjzmwjhkf83c2eungvkgnx,12876000,0,0,0
milkyway,milk1uvsmhglhtkm6wml388aay9lz8dkdaakskzlwvs,36060000,0,0,0
milkyway,milk1uvu8k6g8dsuzejdrfx07y0e02tq4tgln2cp3h4,149947948,0,0,0
milkyway,milk1uvv6v6g0x7875zm94j24tn4wsshzjt2pa3w33f,9101631,0,0,0
milkyway,milk1uvvcxwh0ll2dxpmv5q8dkc95zw8gmre0ng0tuz,306677,0,0,0
milkyway,milk1uvx7hc6l8aef967jfemq7u83zkdq9euaz45579,0,0,0,0
milkyway,milk1uvyv65xwns2t43n623xlz0nqaswmrft8sv28c8,897147,0,0,0
milkyway,milk1uw2dy3lc6gcjq9hyffw7cmg8q4u4mgjr0hq7jr,346898818,0,0,0
milkyway,milk1uw47jqfpzmv409rzyfj42k3hqp3ng8fq7t23ej,55604000,0,0,0
milkyway,milk1uw73zg3qh6f6fvc8dnecl05jgxfx9mkqglzzd0,1250259,0,0,0
milkyway,milk1uw8dupd0pz00lkjf45qqgf9agjj2393qvpc3ar,2870622846,0,0,0
milkyway,milk1uw8jmckms4tkdgj48u3ynws30z2vp35cs0kfgt,63012000,0,0,0
milkyway,milk1uwaeaj58yjvspaxs87kz335j2nuuhl6jfpx8g7,5474000,0,0,0
milkyway,milk1uwahejd6ukuhtz3mkx8s6333wf5acu47mxfs3n,3497999,0,0,0
milkyway,milk1uwapkzdyz8t653llrwqzgcnht56qa0nzsv920a,844382,0,0,0
milkyway,milk1uwcc59xmsn8mqdunwff7saz99jcf6jywry5ft8,13444000,0,0,0
milkyway,milk1uwd0kpg7zr637x4lx8ayvy4s9tqkaalthqjmcj,23694192,0,0,0
milkyway,milk1uwd4zclwg04lrkve3jrdmve4hslusdfxughvax,19715000,0,0,0
milkyway,milk1uwdxe694f9g6u95p42x8e7vq9n0yzq50nwyldt,177592000,0,0,0
milkyway,milk1uwfdtxxjeruudswjpxyc66fgc9dwxmzap5ywau,65876000,0,0,0
milkyway,milk1uwje0zhs0hkd4fm7f88z46fntuqkdgekn33dak,238323449,0,0,0
milkyway,milk1uwjqds02remjymc9lv7fnect2zqlntfhxz7rut,94299121,0,0,0
milkyway,milk1uwkadv2csudm0rkhzhs69epj8v6rhcqwmv3zsw,14838000,0,0,0
milkyway,milk1uwkvecey0px0y6fdtz2v4anrdv6jxz2aqxqn5r,0,0,0,0
milkyway,milk1uwltjahch4tmhvz2uqzxg95e7nkdysvxx0mgk2,76334752,0,0,0
milkyway,milk1uwmucak5epcm3kr8ljqsuve7d9wsdnjdnpvg8r,389514000,0,0,0
milkyway,milk1uwnnlp6pty6cntx3kj6knztnvak2c0llmue2x0,29160098,0,0,0
milkyway,milk1uwp0992h008ly8mjjkvpxqff3vq9t70rs984vh,14609228,0,0,0
milkyway,milk1uwq6nmgwgkfu20vm9h8dr00886yne38n8nyt47,0,0,0,0
milkyway,milk1uwr7f2mgx7g5s63t5ljejdt7lvwwqzheqtlv3k,92921,0,0,0
milkyway,milk1uwrdtnk62tm78xk7jsc0s9gaue29h7v8hu36rk,138674704,0,0,0
milkyway,milk1uws6x6zgc79gr8dnkzaysy088qgnapv3qq53yv,182698723,0,0,0
milkyway,milk1uws7w4jmwtw9ps7l9nhls9zst77alcp8m2vd7h,16544000,0,0,0
milkyway,milk1uwta6s9armv023xn6c29p4tp6ffduhg2wcwqkf,30656000,0,0,0
milkyway,milk1uwtzxyje763wnt4t28wwm8javjvqxm97c6hszz,48,0,0,0
milkyway,milk1uwuuxyjdzx9r3k2dqz6k9xfumk42xt0wzrsw6n,7500,0,0,0
milkyway,milk1uwwlwxhayx4kuhrqxsd7wev6sxhv5uy43ezh5h,183950,0,0,0
milkyway,milk1uwwshx2d84pzdp44uduk7alpty2ptynjc3hsa7,92913,0,0,0
milkyway,milk1uwyv54hx5qaqg4uvgvramkp42usftqtmtn2vam,17066000,0,0,0
milkyway,milk1uwz03wkth4ldt4xvjqxa5l5gprkt4f9g6rahqj,44080000,0,0,0
milkyway,milk1ux03ket9z4vsyjcra74eew6vra45udtqdrn608,513,0,0,0
milkyway,milk1ux07yj78hw7e7ack8nrcdusjnkvvcss034p6sf,9826000,0,0,0
milkyway,milk1ux0wkj7e5q05ztcy75quyfuu9vz2ch086rcft3,29898000,0,0,0
milkyway,milk1ux2cshgv2g8a0lu9c4gepcgmqx025yuy7qx9vj,459839,0,0,0
milkyway,milk1ux42a2ppn76wpqwnyew8ccysxplx5eudg2p9kw,0,0,0,0
milkyway,milk1ux4ce9wprj9sk9wc8yy6mjvdteh6seedf277da,3539951936,0,0,0
milkyway,milk1ux69suysdyvc8nakx4nr3vrv37fmhhn38lztpa,91403953,0,0,0
milkyway,milk1ux7uufh3h4ys8awea39xu6phsp605uezxgntv0,0,0,0,0
milkyway,milk1ux8385qua86dccfyu2lkq4l40g2c7av94093el,15703999,0,0,0
milkyway,milk1ux8x4xzwy7mdtdffjwxzcl649y8p4fng8laq5f,0,0,0,0
milkyway,milk1ux9ckqxle2tn68894273es0clnym2mnac4uuy8,0,0,0,0
milkyway,milk1uxftlawl4pjr44hwqfvg7sue4apvf8y8wgfuqv,346450125,0,0,0
milkyway,milk1uxjm8jnpe9e63eyexxfcx3ejjs4feghmn4z7tz,70240,0,0,0
milkyway,milk1uxksc9c6n86tj4gyjlx5daa47mlsukk6mfpg57,94853,0,0,0
milkyway,milk1uxl4rweyvq7gx06f005jc70xszvf0qpvt562q4,0,0,0,0
milkyway,milk1uxlswpnv8fh70nd5ynh7upj3fytd7tv229ukft,162927500,0,0,0
